customerPrdct_id,PhoneService,MultipleLines,InternetService
6212-ATMLK,Yes,Yes,Fiber optic
8200-LGKSR,Yes,Yes,DSL
1568-BEKZM,Yes,Yes,DSL
0670-ANMUU,Yes,Yes,Fiber optic
6897-RWMUB,Yes,No,DSL
0963-ZBDRN,Yes,No,Fiber optic
7594-RQHXR,Yes,No,Fiber optic
6999-CHVCF,Yes,Yes,Fiber optic
6134-KWTBV,Yes,Yes,No
1077-HUUJM,Yes,No,Fiber optic
6331-EWIEB,Yes,Yes,Fiber optic
0895-LNKRC,Yes,No,No
2045-BMBTJ,No,No phone service,DSL
8417-GSODA,Yes,Yes,Fiber optic
5171-EPLKN,Yes,No,No
4452-QIIEB,Yes,No,DSL
5998-VVEJY,Yes,Yes,Fiber optic
1624-NALOJ,Yes,Yes,Fiber optic
6741-EGCBI,Yes,Yes,Fiber optic
7820-ZYGNY,Yes,Yes,Fiber optic
4317-VTEOA,Yes,No,DSL
9677-AVKED,Yes,Yes,DSL
1670-SVOWZ,Yes,No,Fiber optic
2227-JRSJX,Yes,No,Fiber optic
9847-HNVGP,Yes,No,No
6696-YDAYZ,Yes,No,No
8980-WQFWL,Yes,No,DSL
1730-ZMAME,Yes,No,Fiber optic
6506-EYCNH,Yes,No,No
4634-JLRJT,Yes,No,No
9501-UKKNL,No,No phone service,DSL
2560-QTSBS,Yes,Yes,No
7541-YLXCL,Yes,No,DSL
4795-WRNVT,Yes,No,DSL
6080-TCMYC,Yes,Yes,Fiber optic
0260-ZDLGK,Yes,No,DSL
7860-UXCRM,Yes,No,DSL
6357-JJPQT,Yes,No,Fiber optic
2292-XQWSV,No,No phone service,DSL
9552-TGUZV,Yes,No,Fiber optic
5913-INRQV,Yes,No,Fiber optic
8722-NGNBH,No,No phone service,DSL
6210-KBBPI,Yes,Yes,Fiber optic
9643-YBLUR,Yes,Yes,DSL
8734-FNWVH,Yes,Yes,DSL
9447-YPTBX,Yes,No,No
0133-BMFZO,Yes,No,Fiber optic
6128-CZOMY,Yes,No,DSL
9540-JYROE,Yes,No,Fiber optic
9026-LHEVG,No,No phone service,DSL
2260-USTRB,Yes,No,Fiber optic
3656-TKRVZ,Yes,No,DSL
7011-CVEUC,Yes,No,Fiber optic
6185-TASNN,Yes,No,DSL
7925-PNRGI,Yes,Yes,DSL
8623-TMRBY,Yes,Yes,Fiber optic
1552-CZCLL,Yes,No,No
3038-PQIUY,Yes,Yes,DSL
1501-SGHBW,Yes,No,DSL
9313-CDOGY,Yes,No,No
8148-BPLZQ,Yes,No,DSL
2623-DRYAM,Yes,Yes,Fiber optic
9987-LUTYD,Yes,No,DSL
3208-YPIOE,Yes,Yes,Fiber optic
4488-KQFDT,Yes,Yes,Fiber optic
2612-RANWT,Yes,Yes,Fiber optic
5693-PIPCS,Yes,No,Fiber optic
0491-KAPQG,Yes,Yes,Fiber optic
1925-LFCZZ,No,No phone service,DSL
8039-EQPIM,No,No phone service,DSL
6900-PXRMS,Yes,Yes,Fiber optic
8707-RMEZH,Yes,No,Fiber optic
3346-BRMIS,No,No phone service,DSL
3209-ZPKFI,Yes,Yes,DSL
6479-VDGRK,Yes,No,DSL
9373-WSLOY,No,No phone service,DSL
2933-FILNV,No,No phone service,DSL
3569-JFODW,Yes,Yes,DSL
9819-FBNSV,Yes,No,Fiber optic
9544-PYPSJ,Yes,Yes,Fiber optic
1591-XWLGB,Yes,No,No
0396-UKGAI,Yes,No,DSL
3243-ZHOHY,Yes,No,No
5186-EJEGL,Yes,No,DSL
7527-QNRUS,Yes,Yes,No
9986-BONCE,Yes,No,No
2722-JMONI,Yes,No,DSL
2203-GHNWN,Yes,Yes,Fiber optic
3878-AVSOQ,Yes,No,Fiber optic
3258-SYSWS,Yes,Yes,Fiber optic
5296-PSYVW,Yes,Yes,No
6319-QSUSR,Yes,No,No
4083-EUGRJ,Yes,No,No
7579-OOPEC,Yes,No,DSL
0512-FLFDW,Yes,Yes,Fiber optic
1771-OADNZ,Yes,Yes,Fiber optic
0487-CRLZF,Yes,No,DSL
2107-FBPTK,Yes,Yes,Fiber optic
9451-WLYRI,Yes,No,No
8219-VYBVI,Yes,Yes,No
1991-VOPLL,Yes,No,No
9738-QLWTP,Yes,No,Fiber optic
1016-DJTSV,Yes,No,Fiber optic
9419-IPPBE,Yes,Yes,Fiber optic
0174-QRVVY,Yes,Yes,No
5699-BNCAS,Yes,Yes,No
2900-PHPLN,Yes,No,No
0612-RTZZA,No,No phone service,DSL
8106-GWQOK,No,No phone service,DSL
8751-EDEKA,Yes,No,Fiber optic
6878-GGDWG,Yes,No,No
4039-PIMHX,Yes,No,DSL
8450-LUGUK,Yes,Yes,No
3604-WLABM,Yes,No,DSL
0795-GMVQO,Yes,Yes,Fiber optic
2259-OUUSZ,No,No phone service,DSL
1142-IHLOO,Yes,No,Fiber optic
6410-LEFEN,Yes,No,DSL
4633-MKHYU,Yes,No,Fiber optic
6257-RJOHI,Yes,No,DSL
1545-JFUML,Yes,Yes,Fiber optic
3194-ORPIK,Yes,Yes,Fiber optic
7826-VVKWT,Yes,No,Fiber optic
1353-GHZOS,Yes,No,DSL
2587-EKXTS,Yes,Yes,Fiber optic
5442-BXVND,Yes,Yes,No
8816-VXNZD,Yes,Yes,Fiber optic
9378-FXTIZ,Yes,Yes,DSL
1723-HKXJQ,Yes,Yes,Fiber optic
7825-GKXMW,Yes,No,DSL
9753-OYLBX,Yes,No,No
2364-UFROM,Yes,No,DSL
6656-JWRQX,No,No phone service,DSL
6473-ULUHT,Yes,Yes,DSL
1240-KNSEZ,Yes,No,No
0836-SEYLU,No,No phone service,DSL
4433-JCGCG,Yes,Yes,Fiber optic
3716-BDVDB,Yes,No,Fiber optic
7688-AWMDX,Yes,No,DSL
2842-BCQGE,Yes,Yes,Fiber optic
7244-QWYHG,No,No phone service,DSL
5899-MQZZL,Yes,Yes,Fiber optic
6849-OYAMU,Yes,No,Fiber optic
5312-UXESG,Yes,Yes,Fiber optic
9488-HGMJH,Yes,No,Fiber optic
6038-GCYEC,No,No phone service,DSL
2150-WLKUW,Yes,Yes,DSL
7159-FVYPK,Yes,Yes,DSL
7032-LMBHI,Yes,Yes,DSL
1150-WFARN,Yes,Yes,Fiber optic
6088-BXMRG,Yes,Yes,Fiber optic
3144-AUDBS,Yes,No,DSL
4821-SJHJV,Yes,Yes,Fiber optic
7346-MEDWM,Yes,Yes,Fiber optic
1137-DGOWI,Yes,No,DSL
5616-PRTNT,Yes,No,No
3812-LRZIR,Yes,Yes,No
4818-QIUFN,Yes,Yes,Fiber optic
9483-GCPWE,Yes,No,No
4227-OJHAL,Yes,Yes,DSL
9220-CXRSC,Yes,Yes,DSL
4993-JCRGJ,Yes,Yes,Fiber optic
9537-JALFH,Yes,No,No
6698-OXETB,Yes,No,No
2103-ZRXFN,Yes,Yes,DSL
3724-BSCVH,Yes,No,No
4877-TSOFF,Yes,Yes,DSL
9209-NWPGU,Yes,No,DSL
6961-VCPMC,Yes,No,Fiber optic
7306-YDSOI,Yes,No,DSL
5288-AHOUP,Yes,No,Fiber optic
6688-UZPWD,Yes,Yes,Fiber optic
0655-YDGFJ,Yes,No,DSL
8468-EHYJA,Yes,Yes,Fiber optic
6823-SIDFQ,Yes,No,No
1097-FSPVW,Yes,No,DSL
2839-RFSQE,Yes,No,No
8328-SKJNO,No,No phone service,DSL
7010-ZMVBF,Yes,No,No
5201-CBWYG,Yes,Yes,No
0968-GSIKN,Yes,No,Fiber optic
1965-DDBWU,Yes,Yes,Fiber optic
9057-SIHCH,Yes,Yes,Fiber optic
6352-GIGGQ,Yes,Yes,DSL
3635-QQRQD,Yes,No,No
6771-XWBDM,Yes,Yes,Fiber optic
2897-DOVND,Yes,No,Fiber optic
3082-YVEKW,Yes,Yes,DSL
0191-EQUUH,No,No phone service,DSL
7134-HBPBS,Yes,Yes,Fiber optic
3489-HHPFY,Yes,Yes,Fiber optic
2926-JEJJC,Yes,No,No
8601-QACRS,Yes,Yes,DSL
4950-BDEUX,No,No phone service,DSL
5789-LDFXO,Yes,Yes,No
0508-OOLTO,Yes,No,Fiber optic
2984-TBYKU,Yes,Yes,Fiber optic
9822-WMWVG,Yes,Yes,Fiber optic
2391-SOORI,Yes,No,DSL
9040-KZVWO,Yes,No,Fiber optic
2645-QTLMB,Yes,No,Fiber optic
4806-HIPDW,Yes,No,Fiber optic
1548-ARAGG,Yes,Yes,DSL
6339-RZCBJ,Yes,No,DSL
4424-TKOPW,Yes,Yes,Fiber optic
4415-WNGVR,Yes,No,DSL
2522-AHJXR,Yes,Yes,Fiber optic
0412-UCCNP,Yes,No,DSL
1816-FLZDK,No,No phone service,DSL
7096-UCLNH,Yes,No,No
8443-ZRDBZ,Yes,Yes,Fiber optic
9136-ALYBR,No,No phone service,DSL
4615-PIVVU,Yes,No,DSL
8885-QSQBX,Yes,No,DSL
7479-NITWS,Yes,Yes,Fiber optic
8617-ENBDS,Yes,No,Fiber optic
9385-NXKDA,Yes,Yes,DSL
0430-IHCDJ,Yes,Yes,DSL
2959-MJHIC,Yes,No,Fiber optic
6674-KVJHG,Yes,Yes,No
1814-DKOLC,Yes,Yes,No
4201-JMNGR,Yes,No,DSL
9351-HXDMR,Yes,Yes,Fiber optic
3537-HPKQT,Yes,Yes,Fiber optic
2129-ALKBS,Yes,Yes,No
5821-MMEIL,Yes,No,No
5960-WPXQM,Yes,No,Fiber optic
0684-AOSIH,Yes,No,Fiber optic
8260-NGFNY,No,No phone service,DSL
1309-XGFSN,Yes,Yes,DSL
1866-RZZQS,Yes,Yes,Fiber optic
6968-URWQU,Yes,No,DSL
4742-TXUEX,Yes,No,No
9631-XEYKE,Yes,Yes,DSL
8631-NBHFZ,Yes,Yes,DSL
1335-MXCSE,Yes,No,DSL
8873-TMKGR,Yes,No,No
8800-JOOCF,Yes,Yes,Fiber optic
1469-LBJQJ,Yes,Yes,Fiber optic
4958-XCBDQ,Yes,Yes,Fiber optic
8337-UPOAQ,Yes,Yes,Fiber optic
0064-YIJGF,Yes,Yes,Fiber optic
2386-OWURY,Yes,No,Fiber optic
1725-IQNIY,Yes,No,Fiber optic
0310-VQXAM,Yes,No,No
6598-RFFVI,Yes,No,No
3453-RTHJQ,Yes,No,Fiber optic
6712-OAWRH,Yes,No,Fiber optic
6278-FEPBZ,Yes,No,No
4280-DLSHD,Yes,No,DSL
1508-DFXCU,Yes,No,Fiber optic
8614-VGMMV,Yes,Yes,DSL
7868-BGSZA,Yes,Yes,DSL
2800-QQUSO,Yes,Yes,Fiber optic
2930-UOTMB,Yes,Yes,DSL
7973-DZRKH,Yes,Yes,Fiber optic
5914-DVBWJ,Yes,Yes,Fiber optic
7698-YFGEZ,Yes,No,No
2533-QVMSK,Yes,Yes,Fiber optic
9773-PEQBZ,Yes,Yes,Fiber optic
8644-XLFBW,Yes,No,Fiber optic
0650-BWOZN,Yes,No,Fiber optic
8625-AZYZY,Yes,Yes,Fiber optic
7785-RDVIG,Yes,No,No
9602-WCXPI,Yes,No,No
2903-YYTBW,Yes,No,DSL
3620-MWJNE,Yes,No,DSL
8573-JGCZW,Yes,No,No
6837-HAEVO,Yes,Yes,Fiber optic
6701-YVNQG,Yes,Yes,DSL
9306-CPCBC,Yes,Yes,Fiber optic
4304-XUMGI,Yes,Yes,DSL
9504-YAZWB,Yes,No,No
8819-ZBYNA,Yes,Yes,Fiber optic
6174-NRBTZ,No,No phone service,DSL
9481-IEBZY,Yes,Yes,Fiber optic
1833-VGRUM,Yes,Yes,Fiber optic
6137-NICCO,Yes,Yes,Fiber optic
9065-ZCPQX,Yes,Yes,DSL
6402-EJMWF,Yes,No,DSL
3620-EHIMZ,Yes,No,No
3213-VVOLG,Yes,Yes,No
6870-ECSHE,Yes,No,No
8747-UDCOI,Yes,No,No
8374-XGEJJ,Yes,Yes,Fiber optic
2656-TABEH,Yes,Yes,Fiber optic
6946-LMSQS,Yes,Yes,Fiber optic
4626-OZDTJ,Yes,Yes,DSL
9169-BSVIN,Yes,Yes,DSL
2325-ZUSFD,Yes,No,DSL
8194-PEEBY,Yes,No,No
6872-HXFNF,Yes,Yes,DSL
3932-CMDTD,Yes,No,Fiber optic
7714-YXSMB,Yes,Yes,Fiber optic
8387-UGUSU,Yes,No,No
1080-BWSYE,Yes,Yes,No
4039-HEUNW,Yes,Yes,Fiber optic
1194-HVAIF,Yes,Yes,Fiber optic
0812-WUPTB,Yes,No,Fiber optic
3594-UVONA,Yes,Yes,DSL
0004-TLHLJ,Yes,No,Fiber optic
1767-TGTKO,Yes,No,DSL
8439-LTUGF,Yes,No,No
8805-JNRAZ,Yes,No,DSL
5089-IFSDP,Yes,Yes,Fiber optic
6418-HNFED,Yes,No,DSL
0206-OYVOC,Yes,No,No
7291-CDTMJ,Yes,No,No
7128-GGCNO,Yes,Yes,Fiber optic
0237-YFUTL,Yes,Yes,Fiber optic
7691-KGKGP,Yes,No,DSL
6710-HSJRD,Yes,Yes,Fiber optic
3675-EQOZA,Yes,No,No
0840-DCNZE,Yes,No,DSL
1732-FEKLD,Yes,Yes,Fiber optic
9862-KJTYK,No,No phone service,DSL
0479-HMSWA,Yes,No,Fiber optic
5854-KSRBJ,Yes,Yes,No
0365-BZUWY,Yes,Yes,Fiber optic
4817-VYYWS,Yes,Yes,Fiber optic
5701-SVCWR,Yes,Yes,No
3129-AAQOU,Yes,Yes,No
4922-CVPDX,Yes,No,DSL
1396-QWFBJ,Yes,No,Fiber optic
1357-BIJKI,Yes,Yes,Fiber optic
1099-BTKWT,No,No phone service,DSL
5299-SJCZT,Yes,Yes,Fiber optic
2018-PZKMU,Yes,No,Fiber optic
7340-KEFQE,No,No phone service,DSL
4570-QHXHL,Yes,No,DSL
2403-BCASL,Yes,Yes,Fiber optic
7392-YYPYJ,Yes,Yes,Fiber optic
2898-LSJGD,No,No phone service,DSL
2223-GDSHL,Yes,Yes,Fiber optic
7359-PTSXY,Yes,No,DSL
9470-RTWDV,Yes,Yes,DSL
2176-OSJUV,Yes,Yes,DSL
9348-YVOMK,Yes,No,DSL
8104-OSKWT,Yes,Yes,Fiber optic
4521-YEEHE,Yes,Yes,Fiber optic
4090-KPJIP,Yes,Yes,Fiber optic
3786-WOVKF,Yes,Yes,Fiber optic
4503-BDXBD,Yes,No,Fiber optic
6086-ESGRL,Yes,No,Fiber optic
2592-HODOV,Yes,No,No
3886-CERTZ,Yes,Yes,Fiber optic
7995-ZHHNZ,Yes,Yes,DSL
3824-RHKVR,Yes,No,No
5816-SCGFC,Yes,No,DSL
5989-AXPUC,Yes,Yes,Fiber optic
4979-HPRFL,Yes,Yes,No
8590-OHDIW,Yes,No,No
8015-IHCGW,Yes,Yes,Fiber optic
2332-TODQS,Yes,Yes,No
9278-VZKCD,Yes,Yes,Fiber optic
8008-OTEZX,Yes,No,No
2773-OVBPK,Yes,Yes,Fiber optic
5999-LCXAO,No,No phone service,DSL
5206-XZZQI,Yes,No,Fiber optic
4803-LBYPN,Yes,No,No
5759-RCVCB,No,No phone service,DSL
6372-RFVNS,Yes,No,Fiber optic
2139-FQHLM,Yes,No,Fiber optic
8261-GWDBQ,Yes,Yes,Fiber optic
1093-YSWCA,Yes,No,No
8938-UMKPI,Yes,Yes,Fiber optic
0991-BRRFB,Yes,No,DSL
3882-IYOIJ,Yes,Yes,Fiber optic
8749-TZYEC,Yes,Yes,No
1755-FZQEC,Yes,No,No
3115-JPJDD,Yes,No,Fiber optic
5600-KTXFM,Yes,No,Fiber optic
3871-IKPYH,Yes,No,Fiber optic
6319-IEJWJ,Yes,No,Fiber optic
9025-AOMKI,Yes,Yes,Fiber optic
6339-TBELP,Yes,Yes,Fiber optic
7964-YESJC,Yes,Yes,DSL
6173-GOLSU,Yes,Yes,Fiber optic
5275-SQEIZ,Yes,No,Fiber optic
7716-YTYHG,Yes,Yes,Fiber optic
9938-ZREHM,Yes,Yes,DSL
7950-XWOVN,No,No phone service,DSL
4390-KYULV,Yes,No,No
4647-MUZON,Yes,No,Fiber optic
9702-AIUJO,Yes,No,DSL
8849-PRIQJ,Yes,Yes,Fiber optic
8851-RAGOV,Yes,No,DSL
1304-NECVQ,Yes,Yes,Fiber optic
5396-IZEPB,Yes,No,No
1729-VLAZJ,No,No phone service,DSL
8285-ABVLB,Yes,No,No
0701-TJSEF,Yes,No,DSL
5712-VBOXD,Yes,No,No
6629-LADHQ,Yes,No,DSL
8945-GRKHX,Yes,No,Fiber optic
1559-DTODC,No,No phone service,DSL
4797-MIWUM,Yes,No,No
6959-UWKHF,Yes,No,DSL
8720-RQSBJ,Yes,No,DSL
4537-CIBHB,Yes,No,No
3815-SLMEF,No,No phone service,DSL
5154-VEKBL,No,No phone service,DSL
4324-AHJKS,Yes,No,DSL
4355-CVPVS,Yes,No,Fiber optic
4495-LHSSK,Yes,Yes,DSL
5655-JSMZM,Yes,Yes,Fiber optic
5915-ANOEI,Yes,Yes,DSL
9861-PDSZP,Yes,Yes,Fiber optic
4505-EXZHB,Yes,No,Fiber optic
7225-CBZPL,Yes,Yes,Fiber optic
6704-UTUKK,No,No phone service,DSL
4587-VVTOX,Yes,Yes,Fiber optic
2019-HDCZY,Yes,Yes,Fiber optic
4652-NNHNY,Yes,Yes,Fiber optic
8788-DOXSU,Yes,No,DSL
7404-JLKQG,Yes,No,DSL
7421-ZLUPA,No,No phone service,DSL
8972-HJWNV,Yes,Yes,Fiber optic
3274-NSDWE,Yes,No,No
2632-IVXVF,Yes,Yes,Fiber optic
3692-JHONH,Yes,Yes,Fiber optic
8915-NNTRC,Yes,Yes,Fiber optic
5914-GXMDA,Yes,No,No
7463-IFMQU,Yes,No,No
2920-RNCEZ,Yes,No,Fiber optic
2541-YGPKE,Yes,No,DSL
8515-OCTJS,Yes,Yes,No
5382-TEMLV,Yes,No,DSL
3441-CGZJH,No,No phone service,DSL
9592-ERDKV,Yes,Yes,DSL
2860-RANUS,Yes,Yes,Fiber optic
5261-QSHQM,No,No phone service,DSL
4778-IZARL,Yes,No,Fiber optic
0432-CAJZV,Yes,No,Fiber optic
7008-LZVOZ,Yes,Yes,No
8868-WOZGU,Yes,Yes,Fiber optic
1200-TUZHR,Yes,Yes,Fiber optic
9365-CSLBQ,Yes,Yes,No
1334-FJSVR,No,No phone service,DSL
5884-FBCTL,Yes,Yes,No
7130-CTCUS,Yes,No,DSL
6242-FEGFD,Yes,Yes,Fiber optic
7625-XCQRH,Yes,Yes,Fiber optic
6194-HBGQN,Yes,Yes,DSL
7634-WSWDB,No,No phone service,DSL
6986-IXNDM,Yes,No,Fiber optic
1731-TVIUK,Yes,Yes,Fiber optic
2987-BJXIK,Yes,Yes,DSL
9769-TSBZE,Yes,Yes,DSL
0406-BPDVR,Yes,Yes,Fiber optic
0618-XWMSS,Yes,No,Fiber optic
1395-WSWXR,Yes,No,No
6023-GSSXW,Yes,No,DSL
6752-APNJL,Yes,No,DSL
5276-KQWHG,Yes,No,Fiber optic
0420-HLGXF,Yes,Yes,Fiber optic
7446-KQISO,Yes,Yes,Fiber optic
9823-EALYC,Yes,Yes,DSL
0582-AVCLN,Yes,No,No
5803-NQJZO,Yes,Yes,DSL
2565-JSLRY,Yes,Yes,No
2607-DHDAK,Yes,No,No
1073-XXCZD,Yes,Yes,No
0743-HRVFF,No,No phone service,DSL
4006-HKYHO,Yes,No,DSL
3727-JEZTU,Yes,No,No
8143-ETQTI,Yes,No,No
6689-KXGBO,Yes,No,DSL
9667-TKTVZ,Yes,Yes,DSL
3657-COGMW,Yes,Yes,Fiber optic
8570-KLJYJ,Yes,Yes,DSL
7754-IXRMC,Yes,No,DSL
9473-CBZOP,Yes,Yes,DSL
2969-WGHQO,Yes,No,DSL
6615-NGGZJ,Yes,Yes,Fiber optic
4334-HOWRP,No,No phone service,DSL
4255-DDUOU,Yes,No,No
5863-OOKCL,Yes,No,No
1686-STUHN,Yes,No,No
1329-VHWNP,No,No phone service,DSL
2984-MIIZL,Yes,No,Fiber optic
0266-GMEAO,Yes,Yes,Fiber optic
5590-YRFJT,No,No phone service,DSL
5574-NXZIU,Yes,No,Fiber optic
0019-GFNTW,No,No phone service,DSL
4256-ZWTZI,Yes,No,DSL
8309-PPCED,Yes,Yes,Fiber optic
4098-NAUKP,Yes,Yes,Fiber optic
5196-WPYOW,Yes,No,DSL
4608-LCIMN,Yes,No,DSL
1485-YDHMM,Yes,Yes,Fiber optic
4054-CUMIA,Yes,No,No
0603-TPMIB,Yes,Yes,No
2525-GVKQU,Yes,No,No
8161-QYMTT,Yes,Yes,Fiber optic
9581-GVBXT,No,No phone service,DSL
5862-BRIXZ,No,No phone service,DSL
5404-GGUKR,Yes,No,DSL
3308-JSGML,No,No phone service,DSL
2126-GSEGL,Yes,Yes,DSL
3677-TNKIO,Yes,No,Fiber optic
0440-QEXBZ,Yes,Yes,DSL
2434-EEVDB,Yes,Yes,Fiber optic
6762-QVYJO,No,No phone service,DSL
6199-IWKGC,Yes,Yes,Fiber optic
2675-DHUTR,Yes,Yes,Fiber optic
8152-VETUR,Yes,Yes,Fiber optic
9667-EQRXU,No,No phone service,DSL
7446-YPODE,Yes,Yes,DSL
9522-BNTHX,No,No phone service,DSL
4676-WLUHT,No,No phone service,DSL
3329-WDIOK,No,No phone service,DSL
7980-MHFLQ,Yes,Yes,No
2873-ZLIWT,Yes,Yes,Fiber optic
3415-TAILE,Yes,No,DSL
0757-WCUUZ,Yes,Yes,DSL
1629-DQQVB,Yes,No,DSL
1915-IOFGU,Yes,No,Fiber optic
3045-XETSH,Yes,Yes,Fiber optic
0374-AACSZ,Yes,No,DSL
7239-HZZCX,Yes,No,No
4872-VXRIL,Yes,Yes,DSL
9140-CZQZZ,Yes,No,DSL
3423-HHXAO,Yes,No,No
9938-TKDGL,Yes,No,Fiber optic
0531-ZZJWQ,Yes,Yes,Fiber optic
6537-QLGEX,No,No phone service,DSL
2688-BHGOG,Yes,No,Fiber optic
7683-CBDKJ,Yes,No,DSL
0946-CLJTI,Yes,Yes,Fiber optic
3160-TYXLT,No,No phone service,DSL
1325-USMEC,Yes,Yes,Fiber optic
0916-QOFDP,Yes,Yes,Fiber optic
0628-CNQRM,Yes,No,DSL
5606-AMZBO,Yes,Yes,Fiber optic
6199-IPCAO,Yes,Yes,No
7665-TOALD,Yes,No,Fiber optic
0112-QWPNC,Yes,Yes,DSL
0324-BRPCJ,Yes,Yes,Fiber optic
2777-PHDEI,Yes,No,Fiber optic
5640-CAXOA,No,No phone service,DSL
2235-EZAIK,Yes,Yes,DSL
3847-BAERP,Yes,No,No
1196-AMORA,Yes,Yes,Fiber optic
4282-YMKNA,Yes,Yes,Fiber optic
1453-RZFON,Yes,No,DSL
8263-OKETD,Yes,Yes,DSL
0670-KDOMA,Yes,No,No
2476-YGEFM,Yes,Yes,Fiber optic
8687-BAFGU,Yes,No,Fiber optic
0641-EVBOJ,Yes,No,Fiber optic
0829-XXPLX,Yes,No,Fiber optic
9974-JFBHQ,Yes,No,Fiber optic
5356-RHIPP,Yes,No,No
6624-JDRDS,No,No phone service,DSL
0608-JDVEC,Yes,No,No
9780-FKVVF,Yes,No,DSL
1919-RTPQD,Yes,No,DSL
5214-NLTIT,Yes,Yes,Fiber optic
3345-PBBFH,Yes,No,DSL
5055-BRMNE,Yes,Yes,Fiber optic
9189-JWSHV,Yes,Yes,Fiber optic
2190-PHBHR,Yes,Yes,Fiber optic
2650-GYRYL,Yes,No,No
0746-JTRFU,No,No phone service,DSL
5208-FVQKB,Yes,No,DSL
7184-LRUUR,Yes,No,DSL
6627-CFOSN,Yes,Yes,Fiber optic
3982-JGSFD,Yes,No,No
1574-DYCWE,Yes,No,No
7247-XOZPB,Yes,Yes,DSL
2466-FCCPT,Yes,No,No
6211-WWLTF,Yes,No,Fiber optic
4826-TZEVA,Yes,No,Fiber optic
6016-NXBNJ,Yes,No,No
9138-EFSMO,Yes,No,Fiber optic
0576-WNXXC,Yes,Yes,Fiber optic
4632-XJMEX,Yes,No,DSL
8910-LEDAG,Yes,No,Fiber optic
3452-GWUIN,Yes,Yes,Fiber optic
2716-GFZOR,Yes,No,Fiber optic
3724-UCSHY,Yes,No,No
8626-XHBIE,Yes,Yes,No
4628-CTTLA,No,No phone service,DSL
3192-LNKRK,Yes,No,Fiber optic
4439-YRNVD,No,No phone service,DSL
2876-VBBBL,Yes,No,No
6834-NXDCA,No,No phone service,DSL
2208-UGTGR,Yes,Yes,Fiber optic
3005-TYFRD,Yes,Yes,Fiber optic
8670-MEFCP,Yes,Yes,DSL
3079-BCHLN,Yes,No,No
7777-UNYHB,Yes,No,No
5597-GLBUC,Yes,No,Fiber optic
7278-CKDNC,Yes,Yes,Fiber optic
2748-MYRVK,Yes,Yes,Fiber optic
8450-UYIBU,No,No phone service,DSL
2969-VAPYH,Yes,No,DSL
4822-YCXMX,Yes,Yes,Fiber optic
7181-OQCUT,Yes,Yes,Fiber optic
8474-UMLNT,Yes,No,DSL
9821-POOTN,Yes,Yes,Fiber optic
3836-FZSDJ,Yes,Yes,No
9142-XMYJH,Yes,No,No
6559-ILWKJ,No,No phone service,DSL
0187-QSXOE,Yes,No,Fiber optic
7733-UDMTP,No,No phone service,DSL
2649-HWLYB,Yes,Yes,DSL
5214-CHIWJ,Yes,No,No
4229-CZMLL,Yes,Yes,Fiber optic
6904-JLBGY,Yes,Yes,Fiber optic
2465-BLLEU,Yes,No,No
1685-VAYJF,Yes,No,DSL
8874-EJNSR,Yes,Yes,No
6917-YACBP,Yes,Yes,Fiber optic
5049-MUBWG,Yes,No,DSL
4223-WOZCM,Yes,No,DSL
0769-MURVM,No,No phone service,DSL
9253-VIFJQ,Yes,Yes,DSL
7030-FZTFM,Yes,Yes,Fiber optic
9741-YLNTD,Yes,Yes,Fiber optic
5917-RYRMG,Yes,No,No
5120-ZBLAI,Yes,Yes,DSL
1194-BHJYC,No,No phone service,DSL
3663-MITLP,Yes,No,Fiber optic
0906-QVPMS,Yes,Yes,Fiber optic
9025-ZRPVR,Yes,No,No
1905-OEILC,Yes,No,No
7858-GTZSP,Yes,Yes,Fiber optic
3285-UCQVC,No,No phone service,DSL
6248-BSHKG,Yes,No,No
4685-TFLLS,Yes,No,No
3470-BTGQO,Yes,No,DSL
1209-VFFOC,No,No phone service,DSL
8224-DWCKX,Yes,Yes,Fiber optic
5482-PLVPE,No,No phone service,DSL
4553-DVPZG,Yes,Yes,Fiber optic
4902-OHLSK,Yes,Yes,Fiber optic
6917-IAYHD,No,No phone service,DSL
0495-ZBNGW,Yes,Yes,Fiber optic
8620-RJPZN,Yes,No,No
7572-KPVKK,Yes,Yes,Fiber optic
2642-MAWLJ,Yes,No,No
2357-COQEK,Yes,Yes,Fiber optic
7103-ZGVNT,Yes,Yes,DSL
3737-GCSPV,Yes,Yes,Fiber optic
2027-WKXMW,Yes,Yes,Fiber optic
7137-NAXML,Yes,No,No
2428-ZMCTB,Yes,No,No
2961-VNFKL,Yes,Yes,No
1768-HNVGJ,Yes,Yes,DSL
6963-KQYQB,Yes,Yes,No
5934-RMPOV,Yes,Yes,Fiber optic
1207-BLKSA,Yes,Yes,No
4088-YLDSU,Yes,Yes,Fiber optic
8316-BBQAY,No,No phone service,DSL
1166-PQLGG,Yes,No,No
3146-JTQHR,Yes,No,No
4291-YZODP,Yes,No,No
4395-PZMSN,Yes,No,Fiber optic
6427-FEFIG,Yes,Yes,DSL
0017-IUDMW,Yes,Yes,Fiber optic
8706-HRADD,No,No phone service,DSL
9955-QOPOY,No,No phone service,DSL
4385-ZKVNW,Yes,No,DSL
5446-DKWYW,Yes,Yes,DSL
2034-CGRHZ,Yes,Yes,Fiber optic
5797-APWZC,Yes,No,Fiber optic
3683-QKIUE,Yes,No,DSL
4228-ZGYUW,Yes,Yes,Fiber optic
